start	end	text
4148785	4170720	何度も何度もおちいちんで空打ち絶頂しちゃって世の心地のままどんどん一度の絶頂の回復が大きくなっていって最後には全身を震わせながら白目を向くからに気持ちいい絶頂でいて現実世界の体も一緒に射精してしまうこんなってことがよくあるらしいよ
4177285	4189584	君もそんな気持ちよくて中毒になるような体験してみたいねさあ裏筋から根元まで包んだ手のことは忘れて
4191308	4212425	おちんちんを擦るイメージ始めた女の子たちにおちんちんオナニー見せつけながら切ない快感をいっぱい感じようねだけどおちんちんを擦るイメージを続けているうちにもしかしたらおちんちんの先がパクパク動いて
4213386	4228694	透明な汁が溢れてきちゃったりピクピク軽減してくるかもしれないけどそれは感情感のある夢にいるんだから仕方ないよね
4229469	4258876	おちんちんだけじゃなく根元にも意識を抜けているとどんどん理性を失って快感のことしか頭になくなってくるの気持ちよくこすればこするほどおちんちんをビンビンと跳ね上げちゃうかもしれないその度に顔はどんどんとろけていって思考停止した頭にもっと私たちのささやきが心地よく
4263739	4274446	そしてまたすーっと全てから力が抜けて気持ちいいそういえば最初に言ってたのね魂で受けた快感は体にフィードバックするって
4280370	4304720	あまりの気持ちよさが魂だけじゃなく現実の体でも機械的に手の上下運動を始めたくなるかもしれないけどそれはダメだねずっと唾液をタラタラタラしたトリップ顔でしこり続けるのモニターの前のみんなに変態ドMくんのお悩み症
4306405	4334675	たくさん見せてあげよう私たちの流動と音楽で男の子が身一面に落とされちゃう瞬間女の子たちに見てもらおうねえ今の君どう見ても変態だよねだけどおちんちんが気持ちよくてもうやめられないよねこんなことにハマっちゃうと
4335438	4338384	どんどん変態な感覚に染まっちゃうかも
4343531	4368922	さーてそろそろ魂の体でしかできない最高で最悪の快楽に連れてってあげる今流れてる音楽のリズムに合わせて魂と手が連動して動き続けて何度言ってもずーっと擦り続ける終わらない連続射精現実ではできない行くたびにどんどん射精の快感が大きくなる
4372353	4393352	夢心地の中でイメージだけでおちんちんをこすり続けているうちに最後は現実の体へもだんだんと夢が侵食してくるかもしれないけど君はそれに気づかないさあ行くよほーらリズム
4393795	4401498	魂の手が遠慮してもう止まらなくなる魂の両手が内側から操られているみたいにおちんちんを擦り続ける本当は現実では手が動いていないでもおちんちんはまるで擦られている快感を受けてびっくりと震えだす
4415077	4441644	もっともっと頭の中が擦ることしか考えられなくなる現実ではおちんちんの周りを包んでるだけなのにねもう君は熱いおちんちんを大振りにしごいて女の子たちに見つけることしか考えない私たちの声に従うことが気持ちいいからおちんちんをしごくことから抜け出す見られて笑われて
4443488	4467402	恥ずかしい感覚から抜け出せない完全に痛めで音に合わせておちんちんを必要に擦り続けるイメージで脳みそがどんどんとろけて泥沼に沈み込んでいくそうよそれですよさっさと変態の感覚に目覚めなさいそのまま
4469459	4495536	どんどん気持ちいい声と音の虜になっていこうよどんどん頭の中がおちんちんのことでいっぱいになって音楽に合わせておちんちんのしごくイメージで視線感が高まってでも現実ではおちんちんはただきつい状態でも脳のイメージだけで緊張するよ
4510330	4516334	カウントして追い込んであげるでも射精するのは夢の中でだけ
4517363	4544453	10カウントの終わりと同時に射精したって感覚を強くイメージそうすることで君は何度も何度も射精したって実感を得ることができる9悲しいと連動して君の現実の体でも射精することもあるかもしれないけど解除されて元に戻るまではこの快感は収まらないし8現実の射精には気づかないそうやって
4546554	4560307	感覚に染まっていく頭にももう自分では気づけないだって今はこっちの世界がリアルだからおちんちん擦ってるところを女の子たちに配信されることが
4562221	4584752	気持ちいいから気持ちよさにおちんちんがビクッと震えたら最後ロックスイッチが入るそれは何度行っても何度射線しても感覚が強くなり続けるスイッチ延々と射線し続けるイメージに囚われて頭が止まっちゃうゴークチュクチュ音を立てておちんちんを摩擦し続けてリセット
4588313	4613338	消し飛んでいく次から次へと射精のイメージが押し寄せて4日の奥から熱いのが込み上げるピクピクと魂全部を震わせてさあリズムに持っていかれて覚悟して絶頂へと登りつめていく何もかもが真っ白に染まりきっていくほら気持ちよく用来射精しちゃえびちっちゃえ
4625195	4641409	脳内修正し続けるスイッチ入っちゃったねもちろんこれが最後じゃないのはわかってるよねああでも今はそんなのもう認識できないのかもっと気持ちよくなることしか頭にないんだから
4644401	4663993	全身が爽快になってますます精力が増してくる何か考えようとしてもその度に意識がずっと深いところに落ちていくしどんどん快感が大きくなっていくから落ちる時もしぼくのは気持ちいいよね
4664773	4679879	そんな頭飛んじゃった人にしかできない恥ずかしい後悔をのに見られてるのにチンチン引きつかせて腰を波打たせてもう止められないよもっともっと
4680457	4680917	ほら
4700032	4723135	また頭が飛ぶ音に持って行かれる 音が満汁が溢れて射精管が昇ってくるね 音が響く度に快楽がせり上がってきて どんどん追い詰められるまた来ちゃう おちちの奥の疼きが解放されて射精管がこみ上げて もうまた行っちゃうねほら射精して何度も漏台射精し続けて
4723835	4743200	1、何度もエクスタシーを満たす刺激が押し寄せて気持ちよく射精しちゃえほら行っちゃえ出しちゃえまた脳内射精しちゃったねでも無限にいけるからまだ続けるよ
4744066	4772808	おちんちんの快楽に狂ってハイチンになってもやめてあげない?はぁ?おちんちんずっとびくんびくんってはねちゃってる。じゅうたがイメージでこすってるだけなのに、現実の腰も怪しくくねり始めちゃったね。ひざまちの快楽がどんどん現実にもあふれだしてきちゃってるんだよ。だらしなく舌が伸びて、生き顔を恥ずかしげもなく見せつけた。
4773068	4791808	8 女の子たちに弱いおちんちんが負けるところ見せつけたそんなに気持ちいいの?7 特殊社税ですっかり精神を汚染されちゃったんだねおちんちん熱くて溶けちゃうの?6 脳みそも溶けちゃうねはい
4796454	4796874	5.
4796874	4806399	まあ君の頭はおちんちんのことだけ1秒ごとに快楽を送られて4.
4806399	4811742	気をそらすことすらできなくなる射精寸前の快楽がずっと続いて3.
4811742	4821286	溜め込んだ焦燥感と衝動が引きまふれるまだ来る射精感が押し寄せる擦る快楽に抗えなくなって2.
4821286	4822267	絶頂に登りつれる
4823851	4845931	何度も射精して 頭のネジを何本も弾け飛ばしながら 胸内で射精しちゃえ 行っちゃう 行っちゃうよ 行く 行く 行く 行く 行く 行く 行く 行く 行く 行く 行く 行く 行く 行く 行く
4849992	4863967	もう逃げられないよ。君は現実と脳内で同時に射精する。夢と現実の両方の快感を同時に受けて、快楽に食らっちゃおうね。さあ、次がラストだよ。
4864563	4889195	現実の手のおちんちんをこすっちゃえ。射精と同時に何度も何度も脳内射精し続けた快感が一気に現実に逆流するの。どうしようか。そんなのやばいよね。壊れちゃうね。一度として終わっちゃうかもしれないね。だけどもう手は止まらないね。さあ、君の無意識はすでに深くまで発展されてるから。
4889455	4912573	手が勝手に音楽に合わせて動き続けちゃうのもうどうやって気持ちよく射精するかしか考えられないな女の子たちに笑われながらとろけた顔で射精してる瞬間しか思い浮かばない指先でいじり回して裏筋を撫で上げてどんどん快楽に落ちて擦り続けながら欲も心も落ちんちんの奴隷になる
4914534	4940180	音に連動しておちんちんから射精管が登ってきてゴーナマシンでも現実でも手の動きが速くなっていくきちゃう音におちんちんが追い詰められて射精しちゃう射精管がどんどん登ってくる夜のお味噌溶かされちゃうよ頭バカになっちゃう今までの脳内射精の外観が全部一気にきちゃうんだよさあほら射精しちゃう
4944362	4959897	出ちゃう出ちゃう出ちゃうよ射精の快楽でお菓子奏でるなんて最高に幸せだよ脳が溶けるほど気持ちいいよ出ちゃう出ちゃう射精しちゃう夢と現実同時に射精して
4960663	4981289	天国に行っちゃえ頭空っぽになって 全てがおちんちんから得られる快楽だけになる 腰をフルフルと振り回しておちんちんの熱い渦巻きを奉仕 する快楽に落ちる
4983565	4997898	また行く ほら行け脳内も現実の体も射精の光をクリックしていくみんなで見ててあげるからあさましく動物のように体幹をむさぼり続けてていいよ
4999263	5019254	私たちが感受するまでは手は止まらない言ったばかりのままずっとずっとこすり続けるこのまま現実のおちんちんをこすり続けたら何度も空打ちしちゃうかもしれないし気筒を刺激し続けて塩吹いちゃうかもしれないでも
5020252	5048557	腰をビクンビクン跳ね上げてもっと行けおちんちんこすり続けて行きっぱなしになっちゃえ何度も何度も快感のウェーブが襲ってくるダメ、もうダメ、また行っちゃう全身がガクガクし続けても気持ちいいのは終わらないよ歪んだ気筒のおちんちんがビクンビクンと震え続ける
5049252	5072525	脳みそが完全にショートしたなら、その生き地獄を味わい続けちゃおうね。もうダメなんでしょ?じゃあ、ほら行け。また行っちゃう?行っちゃうよ。塩吹いても唐打ちしてもいいの?だから、合気口を撒き散らして何度も何度も行こうね。
5073061	5086731	君のうち一分分ダメになっちゃってるね行きっぱなしになれて最高だね行け行け行け行けずっとずっと行きっぱなし
5112785	5141358	そろそろ解放してあげるね魂と現実の手がゆっくり止まる手が止まって溜まっていた脱力感で全身が一気に歯間する気持ちよかった?
5142427	5160478	これだけ強烈な体験しちゃったら、これからは音楽を聴くと無意識に今日のこと思い出しちゃうかもね。大好きな音楽を聴くだけでも快感を感じちゃうかもって思うかもしれないけど。
5161339	5185677	もともと音楽って人の脳に影響を与えるものだから癒しだけじゃなくて快感を感じるのも実は普通のことだから安心していいよちょっと休んだら君の魂を現実の体に戻しに行こうか
5218517	5246612	もしもーしもしもーしあー意識が戻ったみたいだねライブ配信もう終わっちゃったよ今回の君の恥ずかしい姿女の子たちにも好評だったみたいだね生き顔が超可愛かったってよかったね
5250627	5276105	まあいろいろ性感を煽るために行ったけど女の子たちも夢の中で見てるだけだから朝には君の顔を忘れてるから安心してもしかしたら一部の子は覚えたままで君とすれ違った時にデジャブを感じるかもしれないけどでもさ
5277035	5302766	あれだけいっぱい絶頂したんだからすごくすっきりしたんじゃない?気に入ったら今度また楽しい時間を過ごそうねさあ一度大きく深呼吸しましょう大きく吸ってゆっくり吐いて
5309374	5319900	頭の中の霧が晴れて心地いいリラックス状態に入っていくもう一度大きく吸ってゆっくり吐いて
5332821	5361404	魂全体に爽やかな風が通り抜ける感覚、落ち着いて晴れやかな気持ちになってくる。そのままゆったりとした呼吸を続けていてね。来た時と同じ、またあの光に乗って、君の魂を現実まで送り届けるよ。
5364149	5388932	光の中に一歩踏み出してそうそう現実の体に戻る前に一つおまじないをしてあげる光の中にいる君の魂をもう一度深くイメージしよう君はどんな姿をしてどんな顔をしてる?
5390263	5416506	人によっては最初から最高の姿に見えることもあるけどそう見えない人もいる今見ているのは何も脚色していない魂の状態だからでも安心して君は今魂の状態だからいくらでも変身することができるよもし望むなら
5417958	5440383	現実に戻った後も魂はそのまま持ち越すことができる。体がふわっと地上に向けて浮かび始める。上がるたびにどんどん思考がはっきりしてくる。温かな光の中で心が明るく、熱く。
5446115	5467052	浮かぶ、浮かぶ、世界が明るい、心地がいいその気持ちのまま理想の君を想像して現実の君を理想の姿に近づけてもいいし魂のアバターとして架空の人物になりきってもいい
5468185	5497410	君が一番自信と安心を感じられる姿になるの君にとって魂が輝いていることが一番大切だから自分自身で最高の状態だと感じられるそれ自体が大事なのそう思うことは現実の君にもいい影響をもたらすのそして一番大事なのは
5498348	5519479	笑顔笑顔は人と人を近づけてくれる大事なもの魂の君は笑顔が似合っているかなそうそうニコッと笑ってみようとっても上手
5521473	5544063	笑顔でいるとだんだん楽しくなってくるよね。そして幸せな気持ちがあふれてくる。今は魂の状態だからそれがダイレクトに影響するの。君の魂は今までの君とはすでに違っている。
5546574	5572487	初めて会った人ともすぐに打ち解けられる素質を持っているし話をすることも好きだけど人の話を聞くのも今までより楽しくなっているどこに行っても心地よく過ごすことができる自分自身が大好きで自分自身を大切に思っている
5575258	5593631	笑顔が似合った思い描く限り最高の状態そうだよね魂に今の状態が定着するそして同時にスーッと大部分の意識が戻ってくる
5598620	5621216	さあ、もうすぐ地上に到着するよ。自分の現実の体がベッドですやすや眠っているのがわかるね。さあ、そのまま寝ている体と重なっていこう。魂の体がまるで磁石のように吸い寄せられて。
5621815	5640440	生身の体にゆっくりと重なっていく同時にすーっと現実の体の重さを自覚するだんだんと周りの状況にも意識が向かい出す
5645740	5670677	これから私たちが数字を1から10まで数えて、10になって手を叩くと、君は残したい暗示以外のすべてから解き放たれて、すっきりした状態で目を覚ますことができるよ。さあ、気持ちよく目を覚ましましょう。
5673679	5695816	1.頭の中を爽やかな風が吹き抜ける。2.それは不都合な暗示を頭からすーっと吹き飛ばしていく。3.同時に思考がさらにはっきりして強い意志が戻ってくる。
5696804	5723997	4.戻ってきた自分の魂が、頭と体をコントロールし始める。5.そうやって、頭と体がリンクし、心に活力が生まれてくる。6.魂が最高の状態だから、とても晴れやかですっきりした気持ち。7.
5724303	5752267	安心と幸せに満ちているからどんどん活力が湧いてくる8 魂の状態に合わせて現実の君もこれから幸せになっていくんだよ9 さあ10になって手を叩くと君はすっきりとした気分で目を覚ますことができる
5754105	5769573	完全に現実の体へと魂が戻って気持ちよく目が覚める心は穏やかでとても幸せな気持ち
5775513	5793985	この感覚は体にも心の奥にもしっかりと刻み込まれた。そして現実に戻った後もその魂から少しずつ影響を受けて望む君へと近づいていくことができる。
5795615	5823713	また精神的に疲れたり嫌な気分になったら遊びに来てね我を忘れて思いっきり発散するのって大事だからねそうそうまだぼーっとしている場合はもう一度解除パートを聞いたり簡単なストレッチをしてみてねそれじゃあまたね
